"Year Month","State","Countym","Industry","Suspicious Activity","Count"
"2020 January","Tennessee","Bedford County, TN","Depository Institution","Transaction(s) Below BSA Recordkeeping Threshold","1"
"2020 January","Tennessee","Bedford County, TN","Depository Institution","Transaction(s) Below CTR Threshold","3"
"2020 January","Tennessee","Bedford County, TN","Depository Institution","Two or More Individuals Working Together","1"
"2020 January","Tennessee","Bedford County, TN","Depository Institution","[Total]","19"
"2020 January","Tennessee","Benton County, TN","Depository Institution","Alters or Cancels Transaction to Avoid CTR Requirement","1"
"2020 January","Tennessee","Benton County, TN","Depository Institution","Check","2"
"2020 January","Tennessee","Benton County, TN","Depository Institution","Forgeries","1"
"2020 January","Tennessee","Benton County, TN","Depository Institution","Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences","1"
"2020 January","Tennessee","Benton County, TN","Depository Institution","Other Fraud (Type)","1"
"2020 January","Tennessee","Benton County, TN","Depository Institution","Other Other Suspicious Activities","2"
"2020 January","Tennessee","Benton County, TN","Depository Institution","Suspicious use of multiple transaction locations","1"
"2020 January","Tennessee","Benton County, TN","Depository Institution","Transaction(s) Below CTR Threshold","2"
"2020 January","Tennessee","Benton County, TN","Depository Institution","Two or More Individuals Working Together","1"
"2020 January","Tennessee","Benton County, TN","Depository Institution","[Total]","12"
"2020 January","Tennessee","Bledsoe County, TN","Depository Institution","Check","1"
"2020 January","Tennessee","Bledsoe County, TN","Depository Institution","Suspicious use of multiple transaction locations","1"
"2020 January","Tennessee","Bledsoe County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","1"
"2020 January","Tennessee","Bledsoe County, TN","Depository Institution","Transaction(s) Below CTR Threshold","1"
"2020 January","Tennessee","Bledsoe County, TN","Depository Institution","[Total]","4"
"2020 January","Tennessee","Blount County, TN","Depository Institution","Account Takeover","1"
"2020 January","Tennessee","Blount County, TN","Depository Institution","Check","2"
"2020 January","Tennessee","Blount County, TN","Depository Institution","Funnel Account","2"
"2020 January","Tennessee","Blount County, TN","Depository Institution","Human Trafficking","1"
"2020 January","Tennessee","Blount County, TN","Depository Institution","Other Fraud (Type)","3"
"2020 January","Tennessee","Blount County, TN","Depository Institution","Other Money Laundering","4"
"2020 January","Tennessee","Blount County, TN","Depository Institution","Other Other Suspicious Activities","1"
"2020 January","Tennessee","Blount County, TN","Depository Institution","Suspicion Concerning the Source of Funds","5"
"2020 January","Tennessee","Blount County, TN","Depository Institution","Suspicious EFT/Wire Transfers","4"
"2020 January","Tennessee","Blount County, TN","Depository Institution","Suspicious Use of Multiple Accounts","1"
"2020 January","Tennessee","Blount County, TN","Depository Institution","Suspicious use of multiple transaction locations","4"
"2020 January","Tennessee","Blount County, TN","Depository Institution","Suspicious Use of Noncash Monetary Instruments","2"
"2020 January","Tennessee","Blount County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","5"
"2020 January","Tennessee","Blount County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","9"
"2020 January","Tennessee","Blount County, TN","Depository Institution","Transaction(s) Below BSA Recordkeeping Threshold","1"
"2020 January","Tennessee","Blount County, TN","Depository Institution","Transaction(s) Below CTR Threshold","11"
"2020 January","Tennessee","Blount County, TN","Depository Institution","Two or More Individuals Working Together","2"
"2020 January","Tennessee","Blount County, TN","Depository Institution","[Total]","58"
"2020 January","Tennessee","Bradley County, TN","Depository Institution","Check","3"
"2020 January","Tennessee","Bradley County, TN","Depository Institution","Counterfeit Instrument","1"
"2020 January","Tennessee","Bradley County, TN","Depository Institution","Elder Financial Exploitation","2"
"2020 January","Tennessee","Bradley County, TN","Depository Institution","Exchanges Small Bills for Large Bills or Vice Versa","1"
"2020 January","Tennessee","Bradley County, TN","Depository Institution","Forgeries","2"
"2020 January","Tennessee","Bradley County, TN","Depository Institution","Other Fraud (Type)","1"
"2020 January","Tennessee","Bradley County, TN","Depository Institution","Other Money Laundering","2"
"2020 January","Tennessee","Bradley County, TN","Depository Institution","Provided Questionable or False Documentation","1"
"2020 January","Tennessee","Bradley County, TN","Depository Institution","Provided Questionable or False Identification","1"
"2020 January","Tennessee","Bradley County, TN","Depository Institution","Suspicion Concerning the Source of Funds","2"
"2020 January","Tennessee","Bradley County, TN","Depository Institution","Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements","1"
"2020 January","Tennessee","Bradley County, TN","Depository Institution","Suspicious Use of Multiple Accounts","1"
"2020 January","Tennessee","Bradley County, TN","Depository Institution","Suspicious use of multiple transaction locations","3"
"2020 January","Tennessee","Bradley County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","2"
"2020 January","Tennessee","Bradley County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","1"
"2020 January","Tennessee","Bradley County, TN","Depository Institution","Transaction(s) Below CTR Threshold","5"
"2020 January","Tennessee","Bradley County, TN","Depository Institution","Unlicensed or Unregistered MSB","1"
"2020 January","Tennessee","Bradley County, TN","Depository Institution","[Total]","30"
"2020 January","Tennessee","Campbell County, TN","Depository Institution","ACH","1"
"2020 January","Tennessee","Campbell County, TN","Depository Institution","Healthcare/Public or Private Health Insurance","1"
"2020 January","Tennessee","Campbell County, TN","Depository Institution","Other Fraud (Type)","1"
"2020 January","Tennessee","Campbell County, TN","Depository Institution","Other Structuring","1"
"2020 January","Tennessee","Campbell County, TN","Depository Institution","Suspicion Concerning the Source of Funds","6"
"2020 January","Tennessee","Campbell County, TN","Depository Institution","Suspicious EFT/Wire Transfers","1"
"2020 January","Tennessee","Campbell County, TN","Depository Institution","Suspicious Receipt of Government Payments/Benefits","1"
"2020 January","Tennessee","Campbell County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","9"
"2020 January","Tennessee","Campbell County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","5"
"2020 January","Tennessee","Campbell County, TN","Depository Institution","Transaction(s) Below CTR Threshold","7"
"2020 January","Tennessee","Campbell County, TN","Depository Institution","[Total]","33"
"2020 January","Tennessee","Cannon County, TN","Depository Institution","Embezzlement/Theft/Disappearance of Funds","1"
"2020 January","Tennessee","Cannon County, TN","Depository Institution","Misuse of Position or Self-Dealing","1"
"2020 January","Tennessee","Cannon County, TN","Depository Institution","Other Fraud (Type)","1"
"2020 January","Tennessee","Cannon County, TN","Depository Institution","Other Money Laundering","1"
"2020 January","Tennessee","Cannon County, TN","Depository Institution","Suspicious use of multiple transaction locations","1"
"2020 January","Tennessee","Cannon County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","1"
"2020 January","Tennessee","Cannon County, TN","Depository Institution","Two or More Individuals Working Together","1"
"2020 January","Tennessee","Cannon County, TN","Depository Institution","[Total]","7"
"2020 January","Tennessee","Carroll County, TN","Depository Institution","Check","3"
"2020 January","Tennessee","Carroll County, TN","Depository Institution","Forgeries","1"
"2020 January","Tennessee","Carroll County, TN","Depository Institution","Other Fraud (Type)","5"
"2020 January","Tennessee","Carroll County, TN","Depository Institution","Other Money Laundering","1"
"2020 January","Tennessee","Carroll County, TN","Depository Institution","Other Other Suspicious Activities","1"
"2020 January","Tennessee","Carroll County, TN","Depository Institution","Other Structuring","1"
"2020 January","Tennessee","Carroll County, TN","Depository Institution","Suspicion Concerning the Source of Funds","1"
"2020 January","Tennessee","Carroll County, TN","Depository Institution","Suspicious EFT/Wire Transfers","1"
"2020 January","Tennessee","Carroll County, TN","Depository Institution","Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements","1"
"2020 January","Tennessee","Carroll County, TN","Depository Institution","Suspicious Use of Multiple Accounts","1"
"2020 January","Tennessee","Carroll County, TN","Depository Institution","Suspicious use of multiple transaction locations","2"
"2020 January","Tennessee","Carroll County, TN","Depository Institution","Trade Based Money Laundering/Black Market Peso Exchange","1"
